video_folder,transcript_path,drive_file_id,duration_seconds,segments_count,channel_subscribers,interval_label_mean__pain_point,interval_label_mean__why_important,interval_label_mean__problem_consequence,interval_label_mean__promise_result,interval_label_mean__solution_simple,interval_label_mean__solution_fast,interval_label_mean__solution_radical,interval_label_mean__trigger_watch_to_end,interval_label_mean__trigger_urgency,interval_label_mean__quick_tip,abstract_total_count,abstract_intervals_with_feature,abstract_intervals_total,integration_present,integration_confidence,integration_evidence_count_max,integration_suggested_next_step_present,evidence_concreteness_density_mean,evidence_authority_intervals,evidence_analytical_intervals,evidence_water_ratio_mean,linguistic__avg_word_length,linguistic__technical_term_density,linguistic__rare_word_ratio,linguistic__foreign_terms_count,linguistic__avg_sentence_length,linguistic__subordinate_clause_ratio,linguistic__flesch_reading_ease,emotion__positive_emotion_ratio,emotion__negative_emotion_ratio,emotion__energy_density,emotion__personal_pronoun_ratio,emotion__emotional_polarity_ratio,expectation_alignment_score,expectation_mismatch_points_count,target__retention_mean,target__retention_mid,target__retention_tail,target__retention_curve_20__00,target__retention_curve_20__01,target__retention_curve_20__02,target__retention_curve_20__03,target__retention_curve_20__04,target__retention_curve_20__05,target__retention_curve_20__06,target__retention_curve_20__07,target__retention_curve_20__08,target__retention_curve_20__09,target__retention_curve_20__10,target__retention_curve_20__11,target__retention_curve_20__12,target__retention_curve_20__13,target__retention_curve_20__14,target__retention_curve_20__15,target__retention_curve_20__16,target__retention_curve_20__17,target__retention_curve_20__18,target__retention_curve_20__19,target__retention_point__000,target__retention_point__001,target__retention_point__002,target__retention_point__003,target__retention_point__004,target__retention_point__005,target__retention_point__006,target__retention_point__007,target__retention_point__008,target__retention_point__009,target__retention_point__010,target__retention_point__011,target__retention_point__012,target__retention_point__013,target__retention_point__014,target__retention_point__015,target__retention_point__016,target__retention_point__017,target__retention_point__018,target__retention_point__019,target__retention_point__020,target__retention_point__021,target__retention_point__022,target__retention_point__023,target__retention_point__024,target__retention_point__025,target__retention_point__026,target__retention_point__027,target__retention_point__028,target__retention_point__029,target__retention_point__030,target__retention_point__031,target__retention_point__032,target__retention_point__033,target__retention_point__034,target__retention_point__035,target__retention_point__036,target__retention_point__037,target__retention_point__038,target__retention_point__039,target__retention_point__040,target__retention_point__041,target__retention_point__042,target__retention_point__043,target__retention_point__044,target__retention_point__045,target__retention_point__046,target__retention_point__047,target__retention_point__048,target__retention_point__049,target__retention_point__050,target__retention_point__051,target__retention_point__052,target__retention_point__053,target__retention_point__054,target__retention_point__055,target__retention_point__056,target__retention_point__057,target__retention_point__058,target__retention_point__059,target__retention_point__060,target__retention_point__061,target__retention_point__062,target__retention_point__063,target__retention_point__064,target__retention_point__065,target__retention_point__066,target__retention_point__067,target__retention_point__068,target__retention_point__069,target__retention_point__070,target__retention_point__071,target__retention_point__072,target__retention_point__073,target__retention_point__074,target__retention_point__075,target__retention_point__076,target__retention_point__077,target__retention_point__078,target__retention_point__079,target__retention_point__080,target__retention_point__081,target__retention_point__082,target__retention_point__083,target__retention_point__084,target__retention_point__085,target__retention_point__086,target__retention_point__087,target__retention_point__088,target__retention_point__089,target__retention_point__090,target__retention_point__091,target__retention_point__092,target__retention_point__093,target__retention_point__094,target__retention_point__095,target__retention_point__096,target__retention_point__097,target__retention_point__098,target__retention_point__099
138P93_Z_u0,transcripts,1eVkwJcjsMyZqrvFMl3MZEeJpXvxnzsAm,1189.0,163,136000,0.065,0.027999999999999997,0.036,0.016,0.032,0.004,0.006999999999999999,0.094,0.01,0.021,103,61,100,1,0.9,3,1,0.20800000000000002,2,0,0.6589999999999999,1.8035134255722491,0.0,0.9237331296154826,2.5686274509803924,2.2964052287581698,0.06601307189542484,140.8725163398693,0.196,0.069,0.2825,0.062,0.138,0.1,5,0.6535328947368421,0.6675,0.3675,1.0,0.7610526315789474,0.75,0.47092105263157896,0.6323684210526317,0.7148684210526316,0.746842105263158,0.6975,0.6892105263157894,0.687236842105263,0.6675,0.6457894736842105,0.6375,0.6375,0.6225,0.615,0.5909210526315789,0.5814473684210526,0.555,0.3675,1.0,0.9987626262626262,0.8756818181818181,0.7868181818181819,0.765,0.7642424242424243,0.75,0.75,0.75,0.75,0.75,0.75,0.7490909090909091,0.7346212121212121,0.6517424242424241,0.4661363636363636,0.4749242424242424,0.4913636363636364,0.5195454545454546,0.5696969696969696,0.606060606060606,0.6395454545454545,0.68,0.6992424242424242,0.7068181818181818,0.7125000000000001,0.714469696969697,0.72,0.72,0.72,0.7268181818181818,0.7448484848484849,0.7378787878787878,0.71,0.7024242424242424,0.6975,0.6975,0.6975,0.6946212121212121,0.6870454545454545,0.6825,0.6856060606060606,0.6868181818181818,0.6825,0.6858333333333333,0.69,0.69,0.6864393939393939,0.6788636363636364,0.675,0.6825757575757576,0.6784090909090909,0.6675,0.6675,0.6634090909090908,0.66,0.6557575757575758,0.6481818181818182,0.645,0.645,0.645,0.6403787878787879,0.6375,0.6375,0.6375,0.6375,0.6425000000000001,0.6399242424242424,0.6375,0.6375,0.6321969696969696,0.63,0.6245454545454545,0.6225,0.6225,0.6225,0.6225,0.6166666666666667,0.615,0.626969696969697,0.611818181818182,0.5952272727272728,0.5925,0.5925,0.5861363636363637,0.5914393939393939,0.5925,0.585909090909091,0.5850000000000001,0.5782575757575756,0.5706818181818181,0.57,0.57,0.555909090909091,0.555,0.5478030303030302,0.5402272727272728,0.5253030303030303,0.49530303030303036,0.3675
1J5zlq2Vs3Y,transcripts,1zgK_2hxK6Xy27mEVmm6TcZuLMGTSv5VQ,1733.6,243,136000,0.102,0.071,0.043,0.003,0.008,0.0,0.018,0.024,0.002,0.0,200,88,100,0,0.9,0,1,0.242,7,2,0.634,2.6401415447297802,0.0,0.8294368987079984,6.58,3.8169999999999997,0.08566666666666667,138.83820000000003,0.1515,0.07100000000000001,0.261,0.044000000000000004,0.106,0.1,4,0.48612500000000003,0.44526315789473686,0.315,1.0,0.6730263157894737,0.6185526315789474,0.5865789473684211,0.5546052631578947,0.5301315789473684,0.5056578947368421,0.48118421052631577,0.4717105263157894,0.45473684210526316,0.44526315789473686,0.43578947368421056,0.4188157894736842,0.3975,0.39,0.3825,0.36750000000000005,0.3564473684210526,0.3375,0.315,1.0,0.9979292929292929,0.7936363636363636,0.7263636363636364,0.6893939393939393,0.6746212121212122,0.6661363636363636,0.644469696969697,0.6362878787878787,0.6225,0.6217424242424243,0.615,0.6140909090909091,0.605530303030303,0.5925,0.5913636363636364,0.5850000000000001,0.5824242424242425,0.5686363636363636,0.5625,0.5609848484848485,0.553409090909091,0.5458333333333333,0.5382575757575758,0.5306818181818181,0.5268939393939394,0.530530303030303,0.5229545454545454,0.5153787878787879,0.51,0.51,0.5076515151515152,0.5000757575757575,0.495,0.495,0.4923484848484848,0.48477272727272724,0.48,0.4771212121212121,0.4725,0.47250000000000003,0.4725,0.46931818181818186,0.46499999999999997,0.46166666666666667,0.46090909090909093,0.46151515151515154,0.453939393939394,0.45,0.45371212121212123,0.4575,0.4536363636363636,0.44606060606060605,0.45053030303030306,0.4534090909090909,0.45,0.4457575757575758,0.4381818181818181,0.43939393939393945,0.438030303030303,0.435,0.4303787878787878,0.42280303030303035,0.4152272727272728,0.4125,0.40757575757575754,0.405,0.3999242424242424,0.3975000000000001,0.4027272727272728,0.405,0.39424242424242417,0.39,0.39,0.38439393939393934,0.3825,0.38250000000000006,0.3825,0.3825,0.3765151515151516,0.36893939393939396,0.3736363636363636,0.375,0.3687121212121212,0.3675,0.3675,0.36098484848484846,0.36,0.36,0.3532575757575757,0.34568181818181815,0.345,0.345,0.33795454545454545,0.3375,0.3375,0.3375,0.33015151515151514,0.33,0.315
39R6j9qkzPo,transcripts,1fmROk9v4uUM4QGgDf_gS8sUkdoNcjCjv,991.72,128,136000,0.12574257425742574,0.06435643564356436,0.05643564356435644,0.007920792079207921,0.0,0.0,0.0,0.05544554455445544,0.0,0.0,107,70,101,1,0.9,2,1,0.1900990099009901,11,0,0.6801980198019802,2.4798533166180228,0.0,0.8152873814638519,4.392156862745098,3.9689542483660127,0.08823529411764706,141.5753594771242,0.14356435643564355,0.08514851485148514,0.2207920792079208,0.05643564356435644,0.13663366336633664,0.1,4,0.5437960526315789,0.5222368421052631,0.405,1.0,0.6355263157894737,0.6260526315789474,0.6075,0.5925,0.5751315789473683,0.5625,0.555,0.54,0.5175,0.5222368421052631,0.5107894736842106,0.5025,0.49184210526315786,0.48,0.4575,0.4409210526315789,0.43144736842105263,0.4219736842105262,0.405,1.0,0.9981565656565656,0.8150757575757576,0.6963636363636364,0.6590909090909091,0.6371212121212121,0.6304545454545455,0.6375,0.6375,0.6368181818181818,0.6292424242424243,0.6225,0.6225,0.6215151515151516,0.6139393939393939,0.6075,0.6062878787878788,0.6,0.6,0.598560606060606,0.5925,0.5925,0.5925,0.5907575757575758,0.5831818181818182,0.5774999999999999,0.575530303030303,0.57,0.57,0.57,0.5677272727272726,0.5625,0.5625,0.5625,0.5599242424242424,0.555,0.555,0.555,0.5521212121212121,0.5504545454545454,0.555,0.5487878787878788,0.54,0.54,0.5366666666666666,0.5290909090909091,0.5215151515151515,0.5175,0.5175,0.5175,0.5175,0.5175,0.521439393939394,0.525,0.5209090909090909,0.5133333333333333,0.5142424242424242,0.5131818181818182,0.51,0.51,0.51,0.5053787878787879,0.5025,0.5025,0.5073484848484848,0.5149242424242424,0.5074999999999998,0.4974242424242423,0.4898484848484848,0.49272727272727274,0.48439393939393927,0.48,0.48,0.48,0.4743939393939393,0.46681818181818185,0.4650000000000001,0.4591666666666667,0.4575,0.4575,0.45143939393939403,0.45000000000000007,0.44378787878787884,0.4425,0.43613636363636366,0.435,0.435,0.435,0.435,0.4282575757575757,0.4275,0.4275,0.4275,0.4275,0.4203787878787879,0.42,0.42,0.4126515151515151,0.4125,0.405
3G6JrAq-w4M,transcripts,1sO4wrtrja37YbYpQzeD1k9H6sblOKXk0,932.48,278,136000,0.06831683168316832,0.05148514851485149,0.07623762376237624,0.05742574257425742,0.007920792079207921,0.0,0.010891089108910892,0.04356435643564357,0.041584158415841586,0.017821782178217824,132,76,101,1,0.9,3,1,0.18613861386138614,25,3,0.6806930693069307,1.7632275132275133,0.0,0.8728291316526611,1.9215686274509804,2.3333333333333335,0.1437908496732026,132.1930392156863,0.13910891089108912,0.06683168316831684,0.2198019801980198,0.04108910891089109,0.15841584158415842,0.1,3,0.7940394736842105,0.8202631578947369,0.6525,1.0,0.9067105263157894,0.6335526315789474,0.69,0.6856578947368422,0.8972368421052631,0.8806578947368422,0.8711842105263158,0.8399999999999999,0.8419736842105263,0.8202631578947369,0.8242105263157894,0.8088157894736843,0.7961842105263157,0.7673684210526316,0.7575,0.75,0.735,0.7219736842105262,0.6525,1.0,1.0,0.9993434343434343,0.9665909090909091,0.9368939393939395,0.9194696969696969,0.8602272727272727,0.8234090909090908,0.7940151515151515,0.6920454545454544,0.6367424242424242,0.6333333333333333,0.6636363636363636,0.69,0.69,0.69,0.6851515151515151,0.6561363636363636,0.6388636363636363,0.645,0.6525757575757575,0.6952272727272727,0.7491666666666668,0.7690151515151514,0.7756818181818181,0.8476515151515152,0.8964393939393939,0.9054545454545454,0.8978787878787879,0.8903030303030304,0.885,0.8826515151515152,0.8775,0.8775,0.8775,0.8775,0.8747727272727273,0.8671969696969697,0.8625,0.8595454545454546,0.851969696969697,0.8443939393939394,0.84,0.84,0.84,0.84,0.8434848484848485,0.840378787878788,0.8288636363636364,0.825,0.825,0.825,0.821060606060606,0.8175,0.8175,0.8175,0.8175,0.8218181818181818,0.825,0.825,0.8204545454545454,0.812878787878788,0.81,0.8052272727272727,0.7976515151515151,0.795,0.795,0.8000757575757576,0.7921969696969696,0.7875,0.7821969696969697,0.774621212121212,0.7725,0.766969696969697,0.765,0.765,0.7592424242424243,0.7575,0.7575,0.7515151515151516,0.75,0.75,0.75,0.75,0.75,0.7435606060606061,0.7425,0.7425,0.7358333333333333,0.735,0.7350000000000001,0.735,0.728030303030303,0.7275,0.7203787878787878,0.72,0.7272727272727273,0.7201515151515151,0.7125757575757575,0.6525
3MncoqWP_qg,transcripts,1LJbBZS8R83iMyGQthBdK14UD2YcLhBoj,1012.58,274,136000,0.048999999999999995,0.034,0.03,0.021,0.022000000000000002,0.0,0.0,0.02,0.002,0.02,110,63,100,1,0.9,2,1,0.172,5,0,0.723,2.232730158730159,0.0,0.8872301587301586,2.08,2.5366666666666666,0.10166666666666666,140.50263333333334,0.124,0.038000000000000006,0.1895,0.037000000000000005,0.115,0.2,4,0.7022039473684211,0.677763157894737,0.45,1.0,0.8830263157894737,0.8435526315789473,0.8174999999999999,0.8025,0.7626315789473684,0.7425,0.7286842105263157,0.7125,0.6947368421052631,0.677763157894737,0.6532894736842105,0.6536842105263158,0.641842105263158,0.6225,0.6078947368421053,0.6,0.5850000000000001,0.5644736842105262,0.45,1.0,1.0,0.9985858585858586,0.9293181818181818,0.9065909090909091,0.8846212121212121,0.8765909090909091,0.8625,0.8618939393939394,0.8543181818181818,0.8467424242424243,0.84,0.8390909090909091,0.8305303030303031,0.8175000000000001,0.8175,0.8162878787878788,0.8087121212121213,0.8025,0.801060606060606,0.7965151515151515,0.8025,0.7991666666666667,0.7857575757575758,0.7781818181818181,0.7706060606060606,0.7630303030303031,0.7575,0.7553787878787879,0.75,0.7477272727272728,0.7425,0.7400757575757576,0.735,0.7375757575757576,0.7398484848484849,0.7322727272727272,0.7275,0.7246212121212121,0.7170454545454545,0.7125,0.7125,0.7125,0.7125,0.7091666666666667,0.701590909090909,0.6975,0.693939393939394,0.69,0.69,0.6862121212121212,0.6825,0.6785606060606061,0.675,0.6709090909090909,0.6675,0.6632575757575758,0.6556818181818181,0.6525,0.6525,0.6479545454545454,0.645,0.6496969696969697,0.6572727272727272,0.66,0.6501515151515151,0.645,0.645,0.6398484848484848,0.6322727272727272,0.63,0.63,0.6245454545454545,0.6225,0.6225,0.6168181818181819,0.615,0.615,0.6090909090909091,0.6075,0.6075,0.6013636363636364,0.6,0.6,0.6,0.6,0.5934848484848486,0.5925,0.5858333333333334,0.5850000000000001,0.5850000000000001,0.5781060606060605,0.570530303030303,0.57,0.5628787878787879,0.5553030303030304,0.555,0.5476515151515152,0.5252272727272728,0.45
3PBo1GiAlbs,transcripts,1UbOiAMFqYPFQ6i0MTlgtoiHt7IAJk5mn,1174.8799999999999,177,136000,0.03861386138613861,0.05841584158415841,0.0009900990099009901,0.061386138613861385,0.015841584158415842,0.0039603960396039604,0.016831683168316833,0.047524752475247525,0.034653465346534656,0.0019801980198019802,142,80,101,1,0.9,3,1,0.200990099009901,7,0,0.6762376237623762,2.412756811815635,0.0,0.8478889737713267,5.0,4.4223333333333334,0.253,140.98596666666668,0.19306930693069307,0.04702970297029703,0.24653465346534656,0.05396039603960396,0.13465346534653466,0.1,4,0.7035855263157894,0.705,0.27,1.0,0.8699999999999999,0.8246052631578947,0.6868421052631578,0.6675,0.7898684210526314,0.7875,0.7736842105263158,0.7567105263157894,0.7594736842105263,0.705,0.6982894736842106,0.6888157894736842,0.671842105263158,0.6525,0.6375,0.6327631578947366,0.611842105263158,0.5869736842105263,0.27,1.0,0.9997474747474747,0.9737878787878789,0.9140909090909091,0.8843939393939394,0.87,0.869090909090909,0.854469696969697,0.8468939393939394,0.8393181818181817,0.8309848484848485,0.8183333333333334,0.8177272727272727,0.7590909090909091,0.7136363636363636,0.6772727272727274,0.6924242424242424,0.7037121212121211,0.6961363636363637,0.6914393939393939,0.6914393939393939,0.6675,0.6741666666666667,0.704469696969697,0.7365909090909092,0.7706818181818182,0.7894696969696969,0.7929545454545455,0.7875,0.7875,0.7874999999999999,0.7874999999999999,0.7875,0.7849999999999999,0.78,0.78,0.7772727272727272,0.7725,0.7725,0.7695454545454545,0.7740909090909089,0.7750757575757576,0.7543181818181819,0.7532575757575757,0.7608333333333333,0.7684090909090909,0.7690151515151515,0.7578787878787878,0.7390909090909091,0.7237878787878789,0.7162121212121213,0.7086363636363636,0.705,0.7009848484848484,0.6975,0.6975,0.7017424242424242,0.7006818181818182,0.7018939393939394,0.700530303030303,0.6929545454545454,0.69,0.69,0.6852272727272728,0.6825,0.6825,0.6775,0.675,0.6698484848484848,0.6675,0.6621969696969696,0.654621212121212,0.6525,0.6525,0.6468939393939394,0.645,0.645,0.6391666666666667,0.6375,0.6315151515151516,0.623939393939394,0.6225,0.6225,0.6350757575757575,0.618409090909091,0.621439393939394,0.6290151515151515,0.6563636363636363,0.6266666666666669,0.6022727272727273,0.6,0.6,0.593030303030303,0.5925,0.5853787878787879,0.5778030303030303,0.5702272727272727,0.5553030303030303,0.42878787878787883,0.27
3WA4YT8fkx8,transcripts,1GEb9UvxzPWX_T-1_4bTy71X6DMm1YI3m,803.32,122,136000,0.01881188118811881,0.05148514851485149,0.007920792079207921,0.0059405940594059415,0.0,0.0,0.005940594059405941,0.032673267326732675,0.005940594059405941,0.0,109,67,101,0,0.9,0,1,0.20891089108910893,5,1,0.6564356435643564,1.7376944444444444,0.0,0.9416428571428571,2.44,2.7583333333333333,0.05666666666666667,140.21446666666668,0.13762376237623763,0.026237623762376237,0.2079207920792079,0.033663366336633666,0.08514851485148514,0.2,4,0.7098815789473684,0.69,0.5025,1.0,0.8530263157894737,0.8135526315789474,0.7875,0.765,0.75,0.7381578947368421,0.72,0.7057894736842105,0.705,0.69,0.6825,0.6738157894736843,0.66,0.6548684210526315,0.645,0.63,0.6189473684210527,0.6019736842105263,0.5025,1.0,0.9999747474747475,0.9958333333333333,0.9138636363636364,0.8765909090909091,0.8546212121212121,0.8470454545454547,0.838939393939394,0.8243939393939393,0.8175,0.8167424242424243,0.8091666666666668,0.8015909090909091,0.7949999999999999,0.7939393939393941,0.7875,0.7862878787878788,0.7812878787878788,0.7861363636363636,0.7785606060606061,0.7709848484848485,0.765,0.7633333333333334,0.7557575757575757,0.75,0.75,0.75,0.75,0.7478787878787879,0.7425,0.7425000000000002,0.7401515151515152,0.7325757575757575,0.7275,0.7249242424242424,0.72,0.72,0.72,0.7171212121212122,0.7125,0.709469696969697,0.705,0.7081818181818181,0.7157575757575757,0.72,0.7165909090909091,0.7090151515151515,0.705,0.705,0.7012878787878787,0.6937121212121211,0.69,0.69,0.6859848484848485,0.6825,0.6825,0.6825,0.6825,0.6825,0.6825,0.6870454545454545,0.6853787878787878,0.6778030303030304,0.6702272727272727,0.6675,0.6625757575757576,0.66,0.66,0.66,0.66,0.6546969696969697,0.6525,0.6579545454545456,0.6544696969696969,0.6468939393939394,0.645,0.645,0.645,0.645,0.645,0.6389393939393939,0.6375,0.6375,0.6312121212121212,0.63,0.63,0.63,0.623409090909091,0.6225,0.6157575757575757,0.615,0.615,0.608030303030303,0.6075,0.6003787878787878,0.6,0.5927272727272728,0.5925,0.5925,0.5025
4WcGtcKKoWg,transcripts,1QEeECVF68KZ_XIXJe3MSm8paHr4A7M1K,771.3,111,136000,0.07623762376237624,0.06534653465346535,0.04455445544554455,0.04554455445544554,0.06930693069306931,0.005940594059405941,0.008910891089108912,0.046534653465346534,0.0029702970297029703,0.046534653465346534,74,52,101,1,0.9,2,1,0.29207920792079206,3,4,0.601980198019802,1.5241060606060606,0.0,0.912142857142857,1.0,1.9216666666666666,0.06333333333333332,132.49803333333335,0.15544554455445544,0.03663366336633664,0.2376237623762376,0.04504950495049505,0.10693069306930694,0.1,4,0.8001184210526315,0.7949999999999999,0.51,1.0,0.8924999999999998,0.8885526315789474,0.8640789473684212,0.8553947368421053,0.8475,0.8325,0.8388157894736842,0.8175,0.7949999999999999,0.7949999999999999,0.7807894736842105,0.7725,0.7713157894736842,0.7650000000000001,0.7575,0.7559210526315788,0.7425,0.72,0.51,1.0,1.0,0.9987373737373737,0.9365909090909091,0.9068939393939395,0.8924999999999998,0.891590909090909,0.8780303030303029,0.8856060606060606,0.8925,0.8917424242424242,0.8841666666666668,0.8775,0.8775,0.876439393939394,0.8688636363636364,0.8625,0.8625,0.8625,0.8625,0.8609848484848486,0.8565909090909092,0.8625,0.8607575757575757,0.855,0.8531060606060606,0.8475,0.8475000000000001,0.8475,0.8453030303030303,0.8377272727272727,0.8325,0.8300757575757576,0.825,0.825,0.8276515151515151,0.8352272727272727,0.8371969696969697,0.8296212121212121,0.8220454545454545,0.8175,0.8175,0.8175,0.8142424242424242,0.8066666666666666,0.7990909090909091,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.7909848484848485,0.7834090909090909,0.7841666666666667,0.7875,0.7831818181818182,0.78,0.78,0.78,0.7753787878787879,0.7725,0.7725,0.7725,0.7725,0.7725,0.7674242424242423,0.7753030303030304,0.7695454545454544,0.765,0.765,0.765,0.7650000000000001,0.7593939393939393,0.7575,0.7574999999999998,0.7575,0.7575,0.7575,0.7575,0.7636363636363637,0.7712121212121211,0.7599242424242425,0.7511363636363637,0.7435606060606061,0.7425,0.7425,0.7425,0.7425,0.7425,0.7287121212121213,0.7205303030303031,0.72,0.72,0.7128030303030304,0.7125,0.7051515151515152,0.6010606060606061,0.51
6_qPAwOsDi0,transcripts,1FCyizBgEzn1dWhcYzvt5JpNT0Z0E_ufe,1094.28,160,136000,0.035,0.18600000000000003,0.006999999999999999,0.11900000000000001,0.026999999999999996,0.012999999999999998,0.161,0.057999999999999996,0.006999999999999999,0.0,243,94,100,1,0.9,2,1,0.276,31,4,0.6225,1.8100561139488476,0.0,0.9186961058933377,2.411764705882353,2.3302054154995333,0.08940242763772176,140.82857609710553,0.131,0.0335,0.21100000000000002,0.0365,0.09,0.0,4,0.7279210526315789,0.7125,0.495,1.0,0.9055263157894737,0.8775,0.841578947368421,0.8025,0.78,0.765,0.75,0.7342105263157894,0.7172368421052631,0.7125,0.6975,0.6825,0.675,0.6525,0.6375,0.6209210526315789,0.6114473684210526,0.6,0.495,1.0,0.9999747474747475,0.9962878787878788,0.9368181818181819,0.9146969696969698,0.9071212121212121,0.8995454545454546,0.8919696969696969,0.885,0.8843181818181818,0.8775,0.8766666666666666,0.8690909090909091,0.8615151515151516,0.8539393939393939,0.8463636363636363,0.84,0.8387121212121211,0.8297727272727273,0.8175,0.814469696969697,0.8025,0.8008333333333334,0.7949999999999999,0.7931818181818182,0.7856060606060605,0.78,0.7779545454545455,0.7725,0.7703030303030303,0.7650000000000001,0.765,0.765,0.7625,0.7575,0.7548484848484848,0.75,0.75,0.7471212121212122,0.7425,0.7425,0.7393939393939395,0.7318181818181819,0.7275,0.7275,0.7240909090909091,0.72,0.7164393939393939,0.7125,0.7125,0.7125,0.7125,0.7125,0.7084848484848485,0.7090909090909091,0.7083333333333333,0.7007575757575757,0.6975,0.6975,0.6975,0.6929545454545454,0.6853787878787878,0.6825,0.6825,0.6776515151515152,0.675,0.675,0.675,0.675,0.675,0.6643939393939393,0.66,0.6545454545454544,0.6525,0.6468939393939394,0.645,0.6392424242424243,0.6375,0.6375,0.6315151515151516,0.6300000000000001,0.6238636363636365,0.6225,0.6225,0.6161363636363637,0.615,0.6280303030303029,0.63,0.6166666666666667,0.6082575757575759,0.6075,0.6006060606060606,0.6,0.6,0.6,0.5856060606060607,0.5850000000000001,0.577651515151515,0.5552272727272728,0.495
6Ha1lqRKMig,transcripts,1lAxYPrF6iIQJOssHT4qPtQ4ue-5yynnG,1044.3999999999999,139,136000,0.11386138613861387,0.07722772277227723,0.032673267326732675,0.01386138613861386,0.034653465346534656,0.00693069306930693,0.010891089108910892,0.06534653465346535,0.0009900990099009901,0.0029702970297029708,141,71,101,0,0.9,0,0,0.18118811881188118,1,1,0.7138613861386138,2.2519649122807017,0.0,0.8394181286549707,4.02,3.162555555555555,0.06666666666666667,139.6889777777778,0.1417821782178218,0.07920792079207921,0.19554455445544555,0.03693069306930693,0.1600990099009901,0.0,4,0.6003026315789474,0.5782894736842106,0.42,1.0,0.8325,0.7235526315789473,0.560921052631579,0.5928947368421053,0.6525,0.63,0.6086842105263158,0.6075,0.5925,0.5782894736842106,0.5625,0.555,0.5443421052631578,0.5325,0.5253947368421052,0.51,0.5025,0.47447368421052627,0.42,1.0,0.9993686868686869,0.9361363636363637,0.869090909090909,0.8396969696969696,0.8325,0.8297727272727273,0.7853787878787878,0.7562878787878787,0.7411363636363637,0.7267424242424242,0.7183333333333333,0.7004545454545454,0.6566666666666666,0.5807575757575758,0.5561363636363637,0.5625,0.5637878787878788,0.5713636363636363,0.5803787878787878,0.5925,0.5940909090909091,0.6066666666666667,0.6352272727272728,0.6525,0.6525,0.6525,0.6504545454545454,0.645,0.6428030303030303,0.6352272727272728,0.63,0.63,0.6275,0.6199242424242424,0.615,0.6122727272727273,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6042424242424242,0.6,0.5965909090909092,0.5925,0.5925,0.5888636363636364,0.5850000000000001,0.5850000000000001,0.5888636363636364,0.5806818181818181,0.57,0.57,0.5658333333333333,0.5625,0.5625,0.5581060606060606,0.555,0.555,0.555,0.555,0.555,0.5501515151515152,0.5475,0.5475,0.5475,0.5423484848484849,0.54,0.54,0.54,0.5345454545454545,0.5325,0.5268939393939394,0.525,0.525,0.5308333333333333,0.5265909090909091,0.525,0.5189393939393939,0.5175,0.5112878787878788,0.51,0.51,0.51,0.5034848484848484,0.5025,0.5025,0.5025,0.4956818181818182,0.4881060606060606,0.4875,0.4804545454545454,0.4728787878787879,0.4653030303030304,0.45772727272727276,0.45015151515151514,0.4351515151515152,0.42
